KmlID,LONGITUDE,LATITUDE,MYID,SBBMNUM
0,104.7201853,31.4105506,,0.0
1,104.6805757,31.4985226,,0.0
2,104.6821686,31.4980094,,0.0
3,104.6974504,31.4327844,,0.0
4,104.6136215,31.4063616,,0.0
5,104.6809478,31.4518639,,0.0
6,104.6810554,31.4506786,,0.0
7,104.7366888,31.4615591,,0.0
8,104.7540693,31.445566,,0.0
9,104.7217784,31.5015688,,0.0
10,104.7480214,31.4710509,,0.0
11,104.7497274,31.4687935,,0.0
12,104.750295,31.4680425,,0.0
13,104.7503492,31.4679708,,0.0
14,104.7508556,31.4674597,387.0,0.0
15,104.7515896,31.466719,,0.0
16,104.7520063,31.4664091,473.0,1.0
17,104.7540192,31.4649117,406.0,1.0
18,104.7555534,31.4635977,407.0,0.0
19,104.7565332,31.4625749,474.0,0.0
20,104.7572578,31.4618025,,0.0
21,104.7579697,31.4610985,,0.0
22,104.7581371,31.4609566,,0.0
23,104.7275303,31.4696891,,0.0
24,104.7281637,31.4696957,,0.0
25,104.7194035,31.4517336,,0.0
26,104.7194399,31.4516755,,0.0
27,104.7205394,31.407053,,0.0
28,104.7188065,31.407931,,0.0
29,104.7547274,31.487451,,0.0
30,104.7582419,31.4881105,,0.0
31,104.7411089,31.4991241,699.0,2.0
32,104.7411411,31.498932,,0.0
33,104.7421905,31.4339042,,0.0
34,104.7423084,31.4339659,,0.0
35,104.6362273,31.4615758,,0.0
36,104.7580907,31.4519546,,0.0
37,104.7581336,31.451799,,0.0
38,104.7665495,31.4532026,,0.0
39,104.7667269,31.4529054,,0.0
40,104.7669918,31.4529189,,0.0
41,104.7671658,31.4526727,,0.0
42,104.7667941,31.4522611,,0.0
43,104.766798,31.4521296,,0.0
44,104.7670235,31.4519204,,0.0
45,104.7677432,31.4518462,,0.0
46,104.7678974,31.4517889,,0.0
47,104.7680357,31.4518192,,0.0
48,104.7423102,31.4340861,,0.0
49,104.7423219,31.4340049,,0.0
50,104.7421261,31.4340483,,0.0
51,104.7420323,31.4341033,,0.0
52,104.7425848,31.4339362,,0.0
53,104.7425043,31.4340117,,0.0
54,104.7424078,31.4340712,,0.0
55,104.742271,31.4342154,,0.0
56,104.7422147,31.4343184,,0.0
57,104.6359025,31.4615953,,0.0
58,104.7434971,31.458201,,0.0
59,104.7154453,31.4525444,414.0,0.0
60,104.7149366,31.4541833,,0.0
61,104.7585983,31.4515716,,0.0
62,104.7650394,31.4556205,,0.0
63,104.7246599,31.458853,,0.0
64,104.636653,31.4622142,,0.0
65,104.6355794,31.4622093,,0.0
66,104.743827,31.4576138,,0.0
67,104.636268,31.4624055,,0.0
68,104.6356022,31.4618389,,0.0
69,104.6359129,31.4624323,,0.0
70,104.7519648,31.4484283,492.0,0.0
71,104.7678104,31.4538095,,0.0
72,104.7678024,31.4541367,,0.0
73,104.7684668,31.4541636,,0.0
74,104.7700011,31.4536138,,0.0
75,104.7700722,31.4536509,,0.0
76,104.748191,31.4502162,,0.0
77,104.748306,31.4503335,,0.0
78,104.6365789,31.4617911,,0.0
79,104.7261106,31.4572387,,0.0
80,104.7525183,31.4485008,,0.0
81,104.7138289,31.4788604,,0.0
82,104.7461018,31.4585816,,0.0
83,104.7462379,31.4587822,,0.0
84,104.7461361,31.4590224,,0.0
85,104.746061,31.4592695,,0.0
86,104.767063,31.4530235,,0.0
87,104.7673952,31.4531753,,0.0
88,104.7671935,31.4535295,,0.0
89,104.7674268,31.4536307,,0.0
90,104.7418497,31.4341056,,0.0
91,104.7419462,31.4341788,,0.0
92,104.7419678,31.4342429,,0.0
93,104.742091,31.4343664,,0.0
94,104.7423057,31.434458,,0.0
95,104.7649772,31.4557948,,0.0
96,104.7281473,31.4443314,,0.0
97,104.7280259,31.4442158,,0.0
98,104.7277524,31.4440923,,0.0
99,104.727629,31.4440145,,0.0
