KmlID,MYID,SBBMNUM,newLONGITUDE,newLATITUDE,TureKmlID
1667.0,,0.0,104.7365242,31.489081,853
1669.0,,0.0,104.7400574,31.4894131,854
1670.0,,0.0,104.6662985,31.4894246,855
1668.0,,0.0,104.6662985,31.4894246,855
1672.0,,0.0,104.7323156,31.4894905,856
1673.0,683.0,1.0,104.7704869,31.4895062,857
1671.0,206.0,0.0,104.7704869,31.4895062,857
1674.0,657.0,3.0,104.6853856,31.4897725,858
1675.0,,0.0,104.6853856,31.4897725,858
1676.0,,0.0,104.7053368,31.4897605,859
1677.0,,0.0,104.685367,31.4898035,860
1678.0,245.0,4.0,104.685367,31.4898035,860
1679.0,,0.0,104.7689853,31.4898666,861
1680.0,444.0,0.0,104.7084082,31.4900702,862
1681.0,402.0,0.0,104.7676169,31.4901927,863
1682.0,,0.0,104.7015962,31.4902553,864
1683.0,373.0,6.0,104.7015962,31.4902553,864
1684.0,,0.0,104.6934426,31.4903471,865
1686.0,,0.0,104.7552859,31.4904607,866
1689.0,,0.0,104.7626438,31.4905529,867
1688.0,,0.0,104.6778011,31.4906312,868
1692.0,,0.0,104.6778011,31.4906312,868
1690.0,358.0,3.0,104.6778011,31.4906312,868
1691.0,729.0,2.0,104.7492676,31.4906045,869
1693.0,,0.0,104.6730406,31.4907532,870
1687.0,230.0,0.0,104.7123113,31.4905949,871
1685.0,,0.0,104.7123113,31.4905949,871
1694.0,,0.0,104.7123113,31.4905949,871
1695.0,,0.0,104.7605557,31.4907757,872
1697.0,355.0,0.0,104.7027434,31.4908856,873
1700.0,517.0,0.0,104.7286956,31.4909455,874
1701.0,,0.0,104.7066672,31.4909499,875
1702.0,,0.0,104.6679015,31.4909511,876
1699.0,,0.0,104.6679015,31.4909511,876
1703.0,,0.0,104.7200007,31.4910791,877
1698.0,286.0,0.0,104.6827135,31.4910077,878
1704.0,,0.0,104.6827135,31.4910077,878
1696.0,,0.0,104.7713036,31.4910528,879
1705.0,,0.0,104.7713036,31.4910528,879
1706.0,293.0,0.0,104.7713036,31.4910528,879
1707.0,531.0,2.0,104.7113674,31.4912808,880
1708.0,487.0,0.0,104.7339634,31.4913069,881
1709.0,,0.0,104.6624888,31.4914256,882
1710.0,418.0,0.0,104.6906102,31.4914449,883
1711.0,535.0,0.0,104.7038316,31.4914642,884
1712.0,,0.0,104.7364143,31.4914829,885
1713.0,25.0,2.0,104.7364143,31.4914829,885
1714.0,,0.0,104.7470709,31.4916772,886
1716.0,,0.0,104.7528001,31.4918173,887
1717.0,333.0,0.0,104.76947,31.4918945,888
1719.0,488.0,0.0,104.7397684,31.4920146,889
1720.0,,0.0,104.7130777,31.4920277,890
1718.0,,0.0,104.7498972,31.4920426,891
1721.0,,0.0,104.7498972,31.4920426,891
1722.0,,0.0,104.6946929,31.4921914,892
1723.0,546.0,0.0,104.6742272,31.4923358,893
1724.0,168.0,0.0,104.7425251,31.4923452,894
1725.0,,0.0,104.709849,31.4920326,895
1715.0,229.0,0.0,104.709849,31.4920326,895
1726.0,529.0,0.0,104.7044477,31.4924363,896
1728.0,,0.0,104.760639,31.4925076,897
1727.0,,0.0,104.6792823,31.4926375,898
1730.0,334.0,4.0,104.6792823,31.4926375,898
1732.0,,0.0,104.6792823,31.4926375,898
1731.0,830.0,1.0,104.7530668,31.4927316,899
1733.0,,0.0,104.7530668,31.4927316,899
1729.0,,0.0,104.6792823,31.4926375,900
1734.0,737.0,1.0,104.7509091,31.4928917,901
1736.0,,0.0,104.6869944,31.4929276,902
1735.0,449.0,0.0,104.6869944,31.4929276,902
1737.0,,0.0,104.716124,31.4929769,903
1738.0,,0.0,104.7132827,31.4932641,904
1740.0,,0.0,104.7677448,31.4934543,905
1739.0,,0.0,104.7051823,31.4937412,906
1741.0,220.0,6.0,104.7051823,31.4937412,906
1749.0,,0.0,104.7051823,31.4937412,906
1742.0,,0.0,104.6651291,31.4935821,907
1744.0,457.0,1.0,104.7520248,31.4938527,908
1748.0,,0.0,104.7520248,31.4938527,908
1745.0,,0.0,104.7707107,31.4938029,909
1746.0,,0.0,104.7106421,31.4938682,910
1743.0,,0.0,104.6797427,31.4938334,911
1747.0,,0.0,104.6797427,31.4938334,911
1750.0,,0.0,104.6256754,31.4940812,912
1751.0,826.0,1.0,104.7465882,31.4941532,913
1757.0,298.0,0.0,104.6754932,31.4943507,914
1752.0,,0.0,104.6754932,31.4943507,914
1758.0,,0.0,104.7163584,31.494463,915
1759.0,,0.0,104.7490555,31.4944666,916
1760.0,,0.0,104.75381,31.4945498,917
1761.0,340.0,0.0,104.7280846,31.4946878,918
1754.0,,0.0,104.7029,31.4945282,919
1762.0,,0.0,104.7029,31.4945282,919
1753.0,228.0,0.0,104.7029,31.4945282,919
1764.0,,0.0,104.6799746,31.4947893,920
1767.0,,0.0,104.7058146,31.4948892,921
1768.0,,0.0,104.75116,31.4948929,922
1776.0,,0.0,104.6988677,31.4952719,923
1772.0,,0.0,104.6988677,31.4952719,923
1771.0,221.0,3.0,104.6988677,31.4952719,923
1773.0,,0.0,104.6988677,31.4952719,923
1755.0,,0.0,104.6988677,31.4952719,923
1774.0,,0.0,104.7547273,31.495085,924
1775.0,,0.0,104.7596583,31.495109,925
1765.0,,0.0,104.6988677,31.4952719,926
1769.0,,0.0,104.6988677,31.4952719,926
1763.0,,0.0,104.6988677,31.4952719,926
1756.0,,0.0,104.6988677,31.4952719,926
1766.0,,0.0,104.6988677,31.4952719,926
1779.0,,0.0,104.6804121,31.4956084,927
1780.0,,0.0,104.70335,31.4956617,928
1777.0,,0.0,104.6930253,31.4956616,929
1781.0,198.0,0.0,104.6930253,31.4956616,929
1770.0,248.0,0.0,104.696518,31.4954208,930
1782.0,,0.0,104.696518,31.4954208,930
1784.0,,0.0,104.7488104,31.4958763,931
1785.0,,0.0,104.7585051,31.495933,932
1783.0,,0.0,104.7585051,31.495933,932
1786.0,,0.0,104.7522812,31.4960639,933
1787.0,409.0,0.0,104.7326807,31.4960895,934
1788.0,285.0,3.0,104.6886837,31.4962919,935
1789.0,,0.0,104.6886837,31.4962919,935
1790.0,,0.0,104.6886837,31.4962919,935
1791.0,,0.0,104.6886837,31.4962919,935
1793.0,,0.0,104.7162998,31.4965236,936
1794.0,,0.0,104.7461193,31.4965579,937
1792.0,,0.0,104.766443,31.4965354,938
1795.0,,0.0,104.766443,31.4965354,938
1796.0,,0.0,104.7043025,31.4965896,939
1798.0,,0.0,104.7595333,31.4966196,940
1797.0,,0.0,104.7343212,31.4966375,941
1799.0,19.0,4.0,104.7343212,31.4966375,941
1800.0,,0.0,104.7018295,31.4966859,942
1801.0,,0.0,104.6835981,31.4967523,943
1802.0,,0.0,104.6822437,31.4967653,944
1803.0,,0.0,104.6851193,31.4967744,945
1804.0,827.0,2.0,104.7493794,31.4971902,946
1812.0,,0.0,104.7493794,31.4971902,946
1805.0,,0.0,104.7085207,31.497108,947
1807.0,,0.0,104.6804798,31.4974226,948
1808.0,,0.0,104.6804798,31.4974226,948
1811.0,,0.0,104.6804798,31.4974226,948
1806.0,,0.0,104.7528334,31.4974321,949
1813.0,,0.0,104.7528334,31.4974321,949
1814.0,272.0,4.0,104.737321,31.4976079,950
1815.0,,0.0,104.737321,31.4976079,950
1809.0,,0.0,104.764635,31.4975839,951
1816.0,,0.0,104.764635,31.4975839,951
1810.0,,0.0,104.678887,31.4976195,952
1817.0,,0.0,104.678887,31.4976195,952
1818.0,189.0,2.0,104.7735466,31.4981568,953
1819.0,,0.0,104.7034406,31.498172,954
1821.0,,0.0,104.6170165,31.4983709,955
1820.0,378.0,0.0,104.6772878,31.4983959,956
1825.0,,0.0,104.6772878,31.4983959,956
1822.0,,0.0,104.7409024,31.4988364,957
1823.0,,0.0,104.7409024,31.4988364,957
1824.0,167.0,0.0,104.7409024,31.4988364,957
1826.0,699.0,2.0,104.7409024,31.4988364,957
1827.0,468.0,4.0,104.7697667,31.499165,958
1829.0,160.0,0.0,104.7366028,31.4993711,959
1830.0,518.0,0.0,104.7306694,31.4994536,960
1828.0,489.0,0.0,104.7306694,31.4994536,960
1832.0,,0.0,104.7600301,31.499813,961
1835.0,,0.0,104.7328988,31.50017,962
1836.0,23.0,2.0,104.7328988,31.50017,962
1833.0,,0.0,104.7667616,31.5000834,963
1837.0,,0.0,104.7667616,31.5000834,963
1838.0,,0.0,104.6824673,31.5001042,964
1831.0,,0.0,104.6824673,31.5001042,964
1834.0,,0.0,104.6824673,31.5001042,964
1839.0,,0.0,104.7461785,31.5004311,965
1840.0,,0.0,104.7461785,31.5004311,965
1841.0,166.0,0.0,104.7406422,31.5006289,966
1842.0,,0.0,104.7478113,31.5008913,967
1843.0,,0.0,104.7478113,31.5008913,967
1844.0,,0.0,104.7478113,31.5008913,967
1845.0,388.0,0.0,104.7478113,31.5008913,967
1846.0,,0.0,104.7478113,31.5008913,967
1847.0,,0.0,104.7449895,31.5009809,968
1851.0,159.0,0.0,104.7358722,31.5010833,969
1849.0,,0.0,104.7358722,31.5010833,969
1852.0,,0.0,104.7604071,31.5011187,970
1850.0,,0.0,104.7604071,31.5011187,970
1848.0,,0.0,104.6829554,31.501263,971
1855.0,,0.0,104.6829554,31.501263,971
1856.0,,0.0,104.6994275,31.5015437,972
1860.0,,0.0,104.6801683,31.5020595,973
1853.0,,0.0,104.7663358,31.5020406,974
1854.0,,0.0,104.7663358,31.5020406,974
1857.0,,0.0,104.7663358,31.5020406,974
1858.0,,0.0,104.7663358,31.5020406,974
1861.0,,0.0,104.7663358,31.5020406,974
1864.0,,0.0,104.7663358,31.5020406,974
1865.0,,0.0,104.6687649,31.5021832,975
1859.0,,0.0,104.6687649,31.5021832,975
1862.0,,0.0,104.6687649,31.5021832,975
1863.0,284.0,0.0,104.6687649,31.5021832,975
1867.0,,0.0,104.6775486,31.5024832,976
1866.0,,0.0,104.6775486,31.5024832,976
1868.0,,0.0,104.7272474,31.5026375,977
1869.0,403.0,0.0,104.7272474,31.5026375,977
1870.0,,0.0,104.7668387,31.5030079,978
