MYID,SBBMNUM,newLONGITUDE,newLATITUDE,TureKmlID
21.0,1.0,104.7548178,31.4460945,166
,0.0,104.7548178,31.4460945,166
,0.0,104.7548178,31.4460945,166
,0.0,104.7638468,31.4461621,167
,0.0,104.7362967,31.4462033,168
,0.0,104.682374,31.4462347,169
,0.0,104.682374,31.4462347,169
,0.0,104.770751,31.4464516,170
39.0,0.0,104.7455172,31.4464043,171
,0.0,104.7455172,31.4464043,171
,0.0,104.7455172,31.4464043,171
,0.0,104.7455172,31.4464043,171
,0.0,104.7455172,31.4464043,171
,0.0,104.7188054,31.4464178,172
,0.0,104.7188054,31.4464178,172
,0.0,104.7262375,31.4469936,173
,0.0,104.7262375,31.4469936,173
,0.0,104.7108555,31.4471608,174
,0.0,104.765165,31.4473318,175
,0.0,104.6399557,31.4475788,176
,0.0,104.7417685,31.4475576,177
,0.0,104.7417685,31.4475576,177
505.0,2.0,104.7417685,31.4475576,177
,0.0,104.6426667,31.4477769,178
,0.0,104.6856176,31.447904,179
,0.0,104.6304874,31.4478645,180
,0.0,104.6304874,31.4478645,180
,0.0,104.6304874,31.4478645,180
,0.0,104.6304874,31.4478645,180
428.0,0.0,104.7219909,31.4479962,181
,0.0,104.6456953,31.4479983,182
,0.0,104.7616362,31.4482398,183
,0.0,104.7593894,31.4481651,184
,0.0,104.7593894,31.4481651,184
,0.0,104.7147033,31.4483445,185
,0.0,104.7515414,31.4488417,186
,0.0,104.7515414,31.4488417,186
,0.0,104.7515414,31.4488417,186
,0.0,104.7515414,31.4488417,186
741.0,4.0,104.7515414,31.4488417,186
492.0,0.0,104.7515414,31.4488417,186
,0.0,104.6244488,31.4485699,187
,0.0,104.7229583,31.4485882,188
,0.0,104.768725,31.448724,189
,0.0,104.7494052,31.4491253,190
,0.0,104.7713343,31.4491847,191
,0.0,104.7111655,31.4495517,192
717.0,2.0,104.7441855,31.4492144,193
,0.0,104.7441855,31.4492144,193
,0.0,104.7441855,31.4492144,193
31.0,0.0,104.7441855,31.4492144,193
,0.0,104.7280639,31.4496101,194
,0.0,104.6019202,31.4496779,195
515.0,0.0,104.6019202,31.4496779,195
,0.0,104.6019202,31.4496779,195
,0.0,104.7562059,31.449764,196
,0.0,104.7601253,31.4498679,197
697.0,2.0,104.7601253,31.4498679,197
383.0,0.0,104.7601253,31.4498679,197
,0.0,104.7728057,31.44981,198
,0.0,104.7728057,31.44981,198
,0.0,104.7160219,31.4502261,199
,0.0,104.7160219,31.4502261,199
,0.0,104.7548945,31.4505079,200
246.0,2.0,104.7382344,31.4505133,201
,0.0,104.7510876,31.4505374,202
,0.0,104.7523034,31.4505703,203
,0.0,104.7523034,31.4505703,203
,0.0,104.7523034,31.4505703,203
796.0,1.0,104.7620118,31.4506102,204
,0.0,104.6526864,31.4506788,205
,0.0,104.6454387,31.4508756,206
,0.0,104.7254938,31.4508885,207
,0.0,104.6949229,31.4509047,208
,0.0,104.6422794,31.4508973,209
,0.0,104.6422794,31.4508973,209
,0.0,104.6396886,31.4510046,210
,0.0,104.6396886,31.4510046,210
,0.0,104.7485121,31.4507932,211
,0.0,104.7485121,31.4507932,211
,0.0,104.7485121,31.4507932,211
,0.0,104.7212815,31.4507109,212
,0.0,104.7212815,31.4507109,212
,0.0,104.7212815,31.4507109,212
,0.0,104.7212815,31.4507109,212
,0.0,104.7684826,31.4511783,213
667.0,6.0,104.6713983,31.4511857,214
,0.0,104.637323,31.4510778,215
,0.0,104.637323,31.4510778,215
648.0,3.0,104.6809673,31.4513155,216
,0.0,104.6809673,31.4513155,216
,0.0,104.6809673,31.4513155,216
641.0,2.0,104.6046348,31.451223,217
,0.0,104.6582652,31.4512002,218
,0.0,104.6582652,31.4512002,218
,0.0,104.6301695,31.4513109,219
,0.0,104.6301695,31.4513109,219
,0.0,104.6257252,31.4508853,220
,0.0,104.6257252,31.4508853,220
,0.0,104.6825315,31.4513377,221
,0.0,104.6874295,31.4513627,222
,0.0,104.6856087,31.4509419,223
,0.0,104.6856087,31.4509419,223
371.0,0.0,104.7361417,31.45135,224
,0.0,104.7361417,31.45135,224
425.0,0.0,104.6742694,31.4514425,225
,0.0,104.6742694,31.4514425,225
,0.0,104.6742694,31.4514425,225
,0.0,104.6658035,31.451547,226
,0.0,104.7188288,31.4517145,227
,0.0,104.7188288,31.4517145,227
,0.0,104.7188288,31.4517145,227
553.0,0.0,104.7188288,31.4517145,227
,0.0,104.7188288,31.4517145,227
,0.0,104.6171926,31.4517536,228
,0.0,104.6171926,31.4517536,228
424.0,2.0,104.7080299,31.451863,229
,0.0,104.6889421,31.4518896,230
395.0,0.0,104.75502,31.4519556,231
,0.0,104.7585356,31.4519088,232
,0.0,104.7585356,31.4519088,232
549.0,0.0,104.7585356,31.4519088,232
,0.0,104.7585356,31.4519088,232
411.0,0.0,104.7585356,31.4519088,232
,0.0,104.7585356,31.4519088,232
433.0,0.0,104.7585356,31.4519088,232
,0.0,104.7523913,31.4520034,233
184.0,4.0,104.7523913,31.4520034,233
432.0,0.0,104.7506745,31.4520882,234
363.0,0.0,104.7490009,31.4521522,235
,0.0,104.683834,31.4517596,236
,0.0,104.683834,31.4517596,236
519.0,0.0,104.7473554,31.4521789,237
,0.0,104.764226,31.4522468,238
,0.0,104.6910476,31.4523218,239
558.0,0.0,104.605564,31.452344,240
414.0,0.0,104.7154453,31.4525444,241
,0.0,104.7700416,31.4527466,242
,0.0,104.773106,31.4520843,243
,0.0,104.773106,31.4520843,243
,0.0,104.7729444,31.4523413,243
,0.0,104.7729444,31.4523413,243
,0.0,104.7729444,31.4523413,243
,0.0,104.7428198,31.4526103,244
18.0,6.0,104.7428198,31.4526103,244
30.0,0.0,104.7428198,31.4526103,244
,0.0,104.7715135,31.4524918,245
,0.0,104.7715135,31.4524918,245
,0.0,104.7123618,31.4525551,246
440.0,0.0,104.7123618,31.4525551,246
,0.0,104.7669918,31.4529189,247
,0.0,104.6234537,31.4529641,248
,0.0,104.6234537,31.4529641,248
,0.0,104.6234537,31.4529641,248
207.0,0.0,104.6234537,31.4529641,248
,0.0,104.6942222,31.4530594,249
,0.0,104.7507646,31.4531101,250
175.0,0.0,104.7599884,31.4531395,251
,0.0,104.7599884,31.4531395,251
,0.0,104.6279088,31.4532173,252
,0.0,104.7491841,31.4532643,253
,0.0,104.6423858,31.4533431,254
,0.0,104.7575349,31.4534645,255
567.0,3.0,104.7575349,31.4534645,255
,0.0,104.6855623,31.4534315,256
,0.0,104.6855623,31.4534315,256
,0.0,104.743335,31.4536341,257
642.0,3.0,104.6972832,31.4537206,258
495.0,1.0,104.7177232,31.4537708,259
,0.0,104.7679409,31.4535986,260
,0.0,104.7679409,31.4535986,260
,0.0,104.6905242,31.4538134,261
174.0,0.0,104.7550803,31.4538943,262
,0.0,104.7550803,31.4538943,262
577.0,0.0,104.6809428,31.4540072,263
,0.0,104.6809428,31.4540072,263
,0.0,104.7330215,31.4539048,264
,0.0,104.7330215,31.4539048,264
331.0,0.0,104.7330215,31.4539048,264
,0.0,104.7701355,31.454194,265
,0.0,104.7227301,31.4542475,266
,0.0,104.7227301,31.4542475,266
,0.0,104.654083,31.45432,267
437.0,0.0,104.6564737,31.4542873,268
,0.0,104.6564737,31.4542873,268
,0.0,104.6564737,31.4542873,268
,0.0,104.6564737,31.4542873,268
,0.0,104.6281065,31.4543051,269
,0.0,104.6281065,31.4543051,269
,0.0,104.7525932,31.4543606,270
,0.0,104.7525932,31.4543606,270
242.0,0.0,104.7525932,31.4543606,270
,0.0,104.7525932,31.4543606,270
551.0,0.0,104.7444731,31.4543983,271
,0.0,104.7397685,31.4543321,272
29.0,2.0,104.7397685,31.4543321,272
690.0,1.0,104.7189925,31.4545212,273
,0.0,104.7189925,31.4545212,273
,0.0,104.6230755,31.4544607,274
,0.0,104.6489202,31.4545059,275
,0.0,104.6489202,31.4545059,275
,0.0,104.7028824,31.4544805,276
,0.0,104.7028824,31.4544805,276
,0.0,104.6937018,31.4545787,277
,0.0,104.6450484,31.4546259,278
281.0,3.0,104.6450484,31.4546259,278
173.0,0.0,104.7508983,31.4546259,279
506.0,0.0,104.7573954,31.4546592,280
,0.0,104.6996267,31.4546748,281
,0.0,104.7607115,31.4543987,282
,0.0,104.7607115,31.4543987,282
,0.0,104.709245,31.4547095,283
,0.0,104.7148296,31.4547193,284
572.0,3.0,104.7713105,31.4547416,285
,0.0,104.7321556,31.4547659,286
,0.0,104.7321556,31.4547659,286
275.0,3.0,104.7321556,31.4547659,286
,0.0,104.7121821,31.4547893,287
,0.0,104.7321556,31.4547659,288
,0.0,104.6393049,31.4548051,289
,0.0,104.6393049,31.4548051,289
,0.0,104.6078663,31.4547788,290
,0.0,104.6078663,31.4547788,290
,0.0,104.6078663,31.4547788,290
,0.0,104.6078663,31.4547788,290
476.0,0.0,104.6078663,31.4547788,290
,0.0,104.6078663,31.4547788,290
,0.0,104.7494448,31.4548454,291
,0.0,104.635875,31.4549048,292
,0.0,104.635875,31.4549048,292
295.0,0.0,104.635875,31.4549048,292
,0.0,104.7590149,31.4549689,293
315.0,0.0,104.6901386,31.4549528,294
,0.0,104.6901386,31.4549528,294
,0.0,104.6305687,31.4549614,295
338.0,0.0,104.6305687,31.4549614,295
456.0,0.0,104.7343962,31.4550021,296
,0.0,104.7276334,31.4550175,297
,0.0,104.7164782,31.4549735,298
,0.0,104.7164782,31.4549735,298
,0.0,104.747612,31.4550161,299
348.0,0.0,104.747612,31.4550161,299
412.0,0.0,104.747612,31.4550161,299
,0.0,104.747612,31.4550161,299
172.0,0.0,104.747612,31.4550161,299
554.0,0.0,104.7042279,31.4552094,300
,0.0,104.6966922,31.4552998,301
522.0,0.0,104.7075175,31.4554811,302
,0.0,104.7310954,31.455469,303
370.0,0.0,104.7310954,31.455469,303
,0.0,104.7601035,31.4554189,304
,0.0,104.7601035,31.4554189,304
,0.0,104.7601035,31.4554189,304
,0.0,104.6288472,31.455662,305
,0.0,104.7086728,31.4557141,306
36.0,0.0,104.7386257,31.4557204,307
,0.0,104.7648837,31.4556884,308
,0.0,104.7648837,31.4556884,308
,0.0,104.7648837,31.4556884,308
,0.0,104.7648837,31.4556884,308
,0.0,104.7648837,31.4556884,308
,0.0,104.6992619,31.4559195,309
,0.0,104.6868803,31.4560307,310
185.0,3.0,104.7292506,31.456155,311
,0.0,104.7292506,31.456155,311
,0.0,104.7292506,31.456155,311
,0.0,104.7292506,31.456155,311
499.0,4.0,104.7120913,31.4561485,312
,0.0,104.7120913,31.4561485,312
372.0,0.0,104.7575568,31.4561979,313
351.0,2.0,104.7067264,31.4562058,314
,0.0,104.6512922,31.4562061,315
,0.0,104.7292506,31.456155,316
,0.0,104.7292506,31.456155,316
,0.0,104.7292506,31.456155,316
,0.0,104.7184968,31.4561577,317
,0.0,104.7184968,31.4561577,317
,0.0,104.6489919,31.4562747,318
,0.0,104.7493805,31.4563417,319
,0.0,104.7544016,31.4563825,320
148.0,0.0,104.7528083,31.4564051,321
,0.0,104.7528083,31.4564051,321
,0.0,104.7199747,31.4562223,322
,0.0,104.7199747,31.4562223,322
,0.0,104.7199747,31.4562223,322
534.0,0.0,104.7199747,31.4562223,322
669.0,1.0,104.7504373,31.4564745,323
,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
491.0,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
,0.0,104.7635169,31.4561909,324
464.0,0.0,104.7141402,31.4565294,325
,0.0,104.6551628,31.4565543,326
321.0,0.0,104.7253387,31.4565733,327
,0.0,104.7253387,31.4565733,327
,0.0,104.6279764,31.4566573,328
312.0,0.0,104.6811144,31.4567249,329
493.0,0.0,104.7214129,31.456634,330
,0.0,104.7214129,31.456634,330
,0.0,104.7214129,31.456634,330
431.0,3.0,104.7159895,31.4568731,331
,0.0,104.6448175,31.4569299,332
183.0,0.0,104.7479101,31.456813,333
,0.0,104.7479101,31.456813,333
461.0,0.0,104.7479101,31.456813,333
,0.0,104.6406704,31.4570225,334
,0.0,104.6393904,31.4570602,335
,0.0,104.7601445,31.4569085,336
,0.0,104.7601445,31.4569085,336
,0.0,104.7413056,31.4570992,337
,0.0,104.6151688,31.4571493,338
,0.0,104.636088,31.4571574,339
,0.0,104.7261651,31.4571857,340
430.0,0.0,104.7179314,31.4572456,341
,0.0,104.7179314,31.4572456,341
328.0,0.0,104.7179314,31.4572456,341
314.0,0.0,104.6959535,31.4573239,342
,0.0,104.6959535,31.4573239,342
,0.0,104.6327342,31.4575214,343
309.0,4.0,104.7333156,31.4575323,344
463.0,0.0,104.7194697,31.4575337,345
,0.0,104.6987484,31.4575508,346
,0.0,104.7376795,31.4573698,347
37.0,6.0,104.7376795,31.4573698,347
28.0,0.0,104.7376795,31.4573698,347
719.0,4.0,104.6124199,31.4576314,348
498.0,0.0,104.7209016,31.4576315,349
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7618863,31.4574591,350
,0.0,104.7544979,31.4577645,351
297.0,0.0,104.7529399,31.457772,352
,0.0,104.7529399,31.457772,352
434.0,1.0,104.7571804,31.4577767,353
,0.0,104.7571804,31.4577767,353
,0.0,104.6513871,31.457985,354
,0.0,104.7628911,31.4579352,355
490.0,0.0,104.7628911,31.4579352,355
,0.0,104.7138759,31.4580392,356
,0.0,104.6490673,31.4581189,357
,0.0,104.7436187,31.4580207,358
552.0,0.0,104.7436187,31.4580207,358
,0.0,104.7436187,31.4580207,358
,0.0,104.7436187,31.4580207,358
,0.0,104.6446915,31.4582607,359
313.0,0.0,104.7289427,31.4583308,360
394.0,0.0,104.7155986,31.4583466,361
,0.0,104.6407223,31.4583557,362
,0.0,104.7373244,31.4583458,363
35.0,0.0,104.7373244,31.4583458,363
,0.0,104.6360854,31.4584666,364
,0.0,104.7070146,31.4584759,365
268.0,6.0,104.7070146,31.4584759,365
,0.0,104.6322879,31.4585769,366
,0.0,104.7173281,31.458667,367
,0.0,104.6771691,31.4586844,368
,0.0,104.6809942,31.458666,369
,0.0,104.6809942,31.458666,369
,0.0,104.6809942,31.458666,369
,0.0,104.6809942,31.458666,369
,0.0,104.6835423,31.4586495,370
,0.0,104.6835423,31.4586495,370
,0.0,104.6868394,31.4587076,371
524.0,0.0,104.6923218,31.4586581,372
,0.0,104.6923218,31.4586581,372
,0.0,104.6923218,31.4586581,372
,0.0,104.7228347,31.4587661,373
566.0,0.0,104.7097943,31.4588988,374
684.0,2.0,104.7097943,31.4588988,374
523.0,0.0,104.7029151,31.4588281,375
,0.0,104.6539925,31.4588288,376
,0.0,104.7246599,31.458853,377
182.0,0.0,104.7482298,31.4588608,378
665.0,2.0,104.7482298,31.4588608,378
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
303.0,0.0,104.6147681,31.4588965,380
453.0,0.0,104.7329261,31.4589732,381
,0.0,104.7189331,31.4588135,382
,0.0,104.7189331,31.4588135,382
574.0,4.0,104.621844,31.4592602,383
,0.0,104.621844,31.4592602,383
,0.0,104.7202776,31.4590532,384
,0.0,104.7202776,31.4590532,384
,0.0,104.745999,31.459017,385
,0.0,104.745999,31.459017,385
,0.0,104.745999,31.459017,385
575.0,5.0,104.7118177,31.4596384,386
,0.0,104.7118177,31.4596384,386
335.0,0.0,104.7118177,31.4596384,386
,0.0,104.6219992,31.4592982,387
656.0,2.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
450.0,0.0,104.7598143,31.459383,388
708.0,1.0,104.7497668,31.4594534,389
352.0,0.0,104.7010048,31.4594628,390
,0.0,104.7135792,31.4594438,391
579.0,0.0,104.7135792,31.4594438,391
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
564.0,0.0,104.7148159,31.4596328,393
